,id,target,path
72,8f09babac7_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/f/0/8f09babac7_d1.npy
73,8f09babac7_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/f/0/8f09babac7_d2.npy
74,8f09babac7_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/f/0/8f09babac7_d3.npy
75,17cf7f346a_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/7/c/17cf7f346a_d1.npy
76,17cf7f346a_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/7/c/17cf7f346a_d2.npy
77,17cf7f346a_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/7/c/17cf7f346a_d3.npy
78,0c57c3a776_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/c/5/0c57c3a776_d1.npy
79,0c57c3a776_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/c/5/0c57c3a776_d2.npy
80,0c57c3a776_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/c/5/0c57c3a776_d3.npy
81,52ad53860d_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/a/52ad53860d_d1.npy
82,52ad53860d_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/a/52ad53860d_d2.npy
83,52ad53860d_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/a/52ad53860d_d3.npy
84,4b8aca9e03_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/8/4b8aca9e03_d1.npy
85,4b8aca9e03_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/8/4b8aca9e03_d2.npy
86,4b8aca9e03_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/8/4b8aca9e03_d3.npy
87,33fa8cd4a3_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/3/f/33fa8cd4a3_d1.npy
88,33fa8cd4a3_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/3/f/33fa8cd4a3_d2.npy
89,33fa8cd4a3_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/3/f/33fa8cd4a3_d3.npy
90,f3d741db69_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/3/d/f3d741db69_d1.npy
91,f3d741db69_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/3/d/f3d741db69_d2.npy
92,f3d741db69_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/3/d/f3d741db69_d3.npy
93,2a7871a5b7_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/a/7/2a7871a5b7_d1.npy
94,2a7871a5b7_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/a/7/2a7871a5b7_d2.npy
95,2a7871a5b7_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/a/7/2a7871a5b7_d3.npy
96,ca8ce96f2a_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/a/8/ca8ce96f2a_d1.npy
97,ca8ce96f2a_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/a/8/ca8ce96f2a_d2.npy
98,ca8ce96f2a_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/a/8/ca8ce96f2a_d3.npy
99,e06ec51af5_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/0/6/e06ec51af5_d1.npy
100,e06ec51af5_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/0/6/e06ec51af5_d2.npy
101,e06ec51af5_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/0/6/e06ec51af5_d3.npy
102,7cc868fcef_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/c/c/7cc868fcef_d1.npy
103,7cc868fcef_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/c/c/7cc868fcef_d2.npy
104,7cc868fcef_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/c/c/7cc868fcef_d3.npy
105,e1299fb93b_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/2/e1299fb93b_d1.npy
106,e1299fb93b_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/2/e1299fb93b_d2.npy
107,e1299fb93b_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/2/e1299fb93b_d3.npy
108,1d80f762c8_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/d/8/1d80f762c8_d1.npy
109,1d80f762c8_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/d/8/1d80f762c8_d2.npy
110,1d80f762c8_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/d/8/1d80f762c8_d3.npy
111,31b182d80a_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/1/b/31b182d80a_d1.npy
112,31b182d80a_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/1/b/31b182d80a_d2.npy
113,31b182d80a_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/1/b/31b182d80a_d3.npy
114,d227d38ade_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/2/2/d227d38ade_d1.npy
115,d227d38ade_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/2/2/d227d38ade_d2.npy
116,d227d38ade_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/2/2/d227d38ade_d3.npy
117,9db063db66_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/d/b/9db063db66_d1.npy
118,9db063db66_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/d/b/9db063db66_d2.npy
119,9db063db66_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/d/b/9db063db66_d3.npy
120,2f50ddd5a6_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/5/2f50ddd5a6_d1.npy
121,2f50ddd5a6_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/5/2f50ddd5a6_d2.npy
122,2f50ddd5a6_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/5/2f50ddd5a6_d3.npy
123,4bd1a66511_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/d/4bd1a66511_d1.npy
124,4bd1a66511_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/d/4bd1a66511_d2.npy
125,4bd1a66511_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/b/d/4bd1a66511_d3.npy
126,de2ef54600_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/e/2/de2ef54600_d1.npy
127,de2ef54600_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/e/2/de2ef54600_d2.npy
128,de2ef54600_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/e/2/de2ef54600_d3.npy
129,01a5557faa_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/1/a/01a5557faa_d1.npy
130,01a5557faa_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/1/a/01a5557faa_d2.npy
131,01a5557faa_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/0/1/a/01a5557faa_d3.npy
132,49c19573ff_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/9/c/49c19573ff_d1.npy
133,49c19573ff_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/9/c/49c19573ff_d2.npy
134,49c19573ff_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/9/c/49c19573ff_d3.npy
135,878f0e7d21_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/7/8/878f0e7d21_d1.npy
136,878f0e7d21_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/7/8/878f0e7d21_d2.npy
137,878f0e7d21_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/7/8/878f0e7d21_d3.npy
138,675baed3c0_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/7/5/675baed3c0_d1.npy
139,675baed3c0_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/7/5/675baed3c0_d2.npy
140,675baed3c0_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/7/5/675baed3c0_d3.npy
141,b85b1142a3_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/8/5/b85b1142a3_d1.npy
142,b85b1142a3_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/8/5/b85b1142a3_d2.npy
143,b85b1142a3_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/8/5/b85b1142a3_d3.npy
144,1a63eebeca_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/a/6/1a63eebeca_d1.npy
145,1a63eebeca_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/a/6/1a63eebeca_d2.npy
146,1a63eebeca_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/1/a/6/1a63eebeca_d3.npy
147,d4b55fc8e7_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/4/b/d4b55fc8e7_d1.npy
148,d4b55fc8e7_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/4/b/d4b55fc8e7_d2.npy
149,d4b55fc8e7_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/4/b/d4b55fc8e7_d3.npy
150,e1c64fa696_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/c/e1c64fa696_d1.npy
151,e1c64fa696_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/c/e1c64fa696_d2.npy
152,e1c64fa696_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/1/c/e1c64fa696_d3.npy
153,b2099984fa_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/2/0/b2099984fa_d1.npy
154,b2099984fa_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/2/0/b2099984fa_d2.npy
155,b2099984fa_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/2/0/b2099984fa_d3.npy
156,f1136f710a_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/1/1/f1136f710a_d1.npy
157,f1136f710a_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/1/1/f1136f710a_d2.npy
158,f1136f710a_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/1/1/f1136f710a_d3.npy
159,4f4d6ad855_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/f/4/4f4d6ad855_d1.npy
160,4f4d6ad855_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/f/4/4f4d6ad855_d2.npy
161,4f4d6ad855_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/f/4/4f4d6ad855_d3.npy
162,7038bb176d_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/0/3/7038bb176d_d1.npy
163,7038bb176d_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/0/3/7038bb176d_d2.npy
164,7038bb176d_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/0/3/7038bb176d_d3.npy
165,e6fbc2f576_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/6/f/e6fbc2f576_d1.npy
166,e6fbc2f576_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/6/f/e6fbc2f576_d2.npy
167,e6fbc2f576_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/6/f/e6fbc2f576_d3.npy
168,c4eb7f7553_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/4/e/c4eb7f7553_d1.npy
169,c4eb7f7553_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/4/e/c4eb7f7553_d2.npy
170,c4eb7f7553_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/4/e/c4eb7f7553_d3.npy
171,d997369c27_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/9/9/d997369c27_d1.npy
172,d997369c27_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/9/9/d997369c27_d2.npy
173,d997369c27_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/d/9/9/d997369c27_d3.npy
174,2fa5df55c6_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/a/2fa5df55c6_d1.npy
175,2fa5df55c6_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/a/2fa5df55c6_d2.npy
176,2fa5df55c6_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/f/a/2fa5df55c6_d3.npy
177,770ff4b2e6_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/7/0/770ff4b2e6_d1.npy
178,770ff4b2e6_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/7/0/770ff4b2e6_d2.npy
179,770ff4b2e6_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/7/0/770ff4b2e6_d3.npy
180,5257096f04_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/5/5257096f04_d1.npy
181,5257096f04_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/5/5257096f04_d2.npy
182,5257096f04_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/5/2/5/5257096f04_d3.npy
183,c6a04dee14_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/6/a/c6a04dee14_d1.npy
184,c6a04dee14_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/6/a/c6a04dee14_d2.npy
185,c6a04dee14_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/c/6/a/c6a04dee14_d3.npy
186,4e7848b77f_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/e/7/4e7848b77f_d1.npy
187,4e7848b77f_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/e/7/4e7848b77f_d2.npy
188,4e7848b77f_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/4/e/7/4e7848b77f_d3.npy
189,659c502c57_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/5/9/659c502c57_d1.npy
190,659c502c57_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/5/9/659c502c57_d2.npy
191,659c502c57_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/6/5/9/659c502c57_d3.npy
192,3a61318303_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/a/6/3a61318303_d1.npy
193,3a61318303_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/a/6/3a61318303_d2.npy
194,3a61318303_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/3/a/6/3a61318303_d3.npy
195,834b98e61f_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/3/4/834b98e61f_d1.npy
196,834b98e61f_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/3/4/834b98e61f_d2.npy
197,834b98e61f_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/8/3/4/834b98e61f_d3.npy
198,2ed7360abe_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/e/d/2ed7360abe_d1.npy
199,2ed7360abe_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/e/d/2ed7360abe_d2.npy
200,2ed7360abe_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/2/e/d/2ed7360abe_d3.npy
201,f8edf1ff9e_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/8/e/f8edf1ff9e_d1.npy
202,f8edf1ff9e_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/8/e/f8edf1ff9e_d2.npy
203,f8edf1ff9e_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/f/8/e/f8edf1ff9e_d3.npy
204,ea23d40fab_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/a/2/ea23d40fab_d1.npy
205,ea23d40fab_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/a/2/ea23d40fab_d2.npy
206,ea23d40fab_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/e/a/2/ea23d40fab_d3.npy
207,b605fe3e98_d1,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/6/0/b605fe3e98_d1.npy
208,b605fe3e98_d2,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/6/0/b605fe3e98_d2.npy
209,b605fe3e98_d3,1,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/b/6/0/b605fe3e98_d3.npy
210,973896767f_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/7/3/973896767f_d1.npy
211,973896767f_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/7/3/973896767f_d2.npy
212,973896767f_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/9/7/3/973896767f_d3.npy
213,73195ca0bd_d1,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/3/1/73195ca0bd_d1.npy
214,73195ca0bd_d2,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/3/1/73195ca0bd_d2.npy
215,73195ca0bd_d3,0,/media/aleks/Games/KaggleData/Kaggle_GWData_final/train/7/3/1/73195ca0bd_d3.npy
